Time;Consumption;;
20.7.2021 6.00;0,29;;
20.7.2021 7.00;0,29;;
20.7.2021 8.00;0,29;;
20.7.2021 9.00;0,46;;
20.7.2021 10.00;0,9;;
20.7.2021 11.00;1;;
20.7.2021 12.00;0,88;;
20.7.2021 13.00;0,62;;
20.7.2021 14.00;0,56;;
20.7.2021 15.00;0,61;;
20.7.2021 16.00;0,43;;
20.7.2021 17.00;0,81;;
20.7.2021 18.00;0,95;;
20.7.2021 19.00;0,8;;
20.7.2021 20.00;0,43;;
20.7.2021 21.00;1,24;;
20.7.2021 22.00;3,02;;
20.7.2021 23.00;3,39;;
21.7.2021 0.00;3,33;;
21.7.2021 1.00;1,87;;
21.7.2021 2.00;0,24;;
21.7.2021 3.00;0,42;;
21.7.2021 4.00;1,02;;
21.7.2021 5.00;0,52;;
21.7.2021 6.00;0,2;;
21.7.2021 7.00;0,21;;
21.7.2021 8.00;0,25;;
21.7.2021 9.00;1,18;;
21.7.2021 10.00;1,16;;
21.7.2021 11.00;1,13;;
21.7.2021 12.00;0,2;;
21.7.2021 13.00;0,21;;
21.7.2021 14.00;0,22;;
21.7.2021 15.00;0,84;;
21.7.2021 16.00;0,73;;
21.7.2021 17.00;0,21;;
21.7.2021 18.00;0,43;;
21.7.2021 19.00;0,33;;
21.7.2021 20.00;1,03;;
21.7.2021 21.00;1,31;;
21.7.2021 22.00;3,7;;
21.7.2021 23.00;1,85;;
22.7.2021 0.00;3,37;;
22.7.2021 1.00;0,35;;
22.7.2021 2.00;0,2;;
22.7.2021 3.00;0,84;;
22.7.2021 4.00;0,82;;
22.7.2021 5.00;0,19;;
22.7.2021 6.00;0,2;;
22.7.2021 7.00;0,2;;
22.7.2021 8.00;0,47;;
22.7.2021 9.00;1,58;;
22.7.2021 10.00;1,3;;
22.7.2021 11.00;1,04;;
22.7.2021 12.00;0,7;;
22.7.2021 13.00;0,52;;
22.7.2021 14.00;0,51;;
22.7.2021 15.00;1,02;;
22.7.2021 16.00;0,32;;
22.7.2021 17.00;0,21;;
22.7.2021 18.00;0,45;;
22.7.2021 19.00;1,66;;
22.7.2021 20.00;0,46;;
22.7.2021 21.00;0,92;;
22.7.2021 22.00;0,72;;
22.7.2021 23.00;3,25;;
23.7.2021 0.00;3,29;;
23.7.2021 1.00;3,11;;
23.7.2021 2.00;0,18;;
23.7.2021 3.00;0,96;;
23.7.2021 4.00;0,52;;
23.7.2021 5.00;0,15;;
23.7.2021 6.00;0,14;;
23.7.2021 7.00;0,14;;
23.7.2021 8.00;0,54;;
23.7.2021 9.00;1,08;;
23.7.2021 10.00;0,84;;
23.7.2021 11.00;1,67;;
23.7.2021 12.00;0,74;;
23.7.2021 13.00;1,19;;
23.7.2021 14.00;1,83;;
23.7.2021 15.00;1,07;;
23.7.2021 16.00;0,74;;
23.7.2021 17.00;0,81;;
23.7.2021 18.00;0,54;;
23.7.2021 19.00;1,44;;
23.7.2021 20.00;0,94;;
23.7.2021 21.00;1,24;;
23.7.2021 22.00;2,96;;
23.7.2021 23.00;3,56;;
24.7.2021 0.00;3,67;;
24.7.2021 1.00;3,54;;
24.7.2021 2.00;2,19;;
24.7.2021 3.00;0,53;;
24.7.2021 4.00;1,04;;
24.7.2021 5.00;1,04;;
24.7.2021 6.00;0,25;;
24.7.2021 7.00;0,22;;
24.7.2021 8.00;0,24;;
24.7.2021 9.00;0,43;;
24.7.2021 10.00;0,37;;
24.7.2021 11.00;1,27;;
24.7.2021 12.00;1,25;;
24.7.2021 13.00;0,71;;
24.7.2021 14.00;0,91;;
24.7.2021 15.00;1,06;;
24.7.2021 16.00;1,35;;
24.7.2021 17.00;1,09;;
24.7.2021 18.00;0,59;;
24.7.2021 19.00;2,14;;
24.7.2021 20.00;0,98;;
24.7.2021 21.00;0,55;;
24.7.2021 22.00;0,93;;
24.7.2021 23.00;3,68;;
25.7.2021 0.00;3,52;;
25.7.2021 1.00;2,82;;
25.7.2021 2.00;0,37;;
25.7.2021 3.00;0,33;;
25.7.2021 4.00;0,35;;
25.7.2021 5.00;0,35;;
25.7.2021 6.00;0,32;;
25.7.2021 7.00;0,77;;
25.7.2021 8.00;0,93;;
25.7.2021 9.00;0,52;;
25.7.2021 10.00;0,4;;
25.7.2021 11.00;0,35;;
25.7.2021 12.00;0,33;;
25.7.2021 13.00;0,32;;
25.7.2021 14.00;0,3;;
25.7.2021 15.00;0,32;;
25.7.2021 16.00;0,32;;
25.7.2021 17.00;0,3;;
25.7.2021 18.00;0,36;;
25.7.2021 19.00;0,41;;
25.7.2021 20.00;0,56;;
25.7.2021 21.00;1,19;;
25.7.2021 22.00;0,43;;
25.7.2021 23.00;2,77;;
26.7.2021 0.00;0,22;;
26.7.2021 1.00;0,15;;
26.7.2021 2.00;0,14;;
26.7.2021 3.00;0,12;;
26.7.2021 4.00;0,13;;
26.7.2021 5.00;0,4;;
26.7.2021 6.00;0,87;;
26.7.2021 7.00;0,13;;
26.7.2021 8.00;0,12;;
26.7.2021 9.00;0,2;;
26.7.2021 10.00;0,37;;
26.7.2021 11.00;0,31;;
26.7.2021 12.00;0,92;;
26.7.2021 13.00;0,91;;
26.7.2021 14.00;0,32;;
26.7.2021 15.00;0,31;;
26.7.2021 16.00;0,33;;
26.7.2021 17.00;0,38;;
26.7.2021 18.00;1,97;;
26.7.2021 19.00;1,18;;
26.7.2021 20.00;2,99;;
26.7.2021 21.00;0,71;;
26.7.2021 22.00;3;;
26.7.2021 23.00;3,92;;
27.7.2021 0.00;3,56;;
27.7.2021 1.00;1,75;;
27.7.2021 2.00;0,35;;
27.7.2021 3.00;0,35;;
27.7.2021 4.00;0,35;;
27.7.2021 5.00;0,32;;
27.7.2021 6.00;0,88;;
27.7.2021 7.00;0,77;;
27.7.2021 8.00;0,45;;
27.7.2021 9.00;0,34;;
27.7.2021 10.00;1,27;;
27.7.2021 11.00;2,14;;
27.7.2021 12.00;1,49;;
27.7.2021 13.00;1,34;;
27.7.2021 14.00;1,61;;
27.7.2021 15.00;2,19;;
27.7.2021 16.00;1,22;;
27.7.2021 17.00;1,25;;
27.7.2021 18.00;0,71;;
27.7.2021 19.00;0,59;;
27.7.2021 20.00;1,55;;
27.7.2021 21.00;0,73;;
27.7.2021 22.00;1,25;;
27.7.2021 23.00;3,63;;
28.7.2021 0.00;3,69;;
28.7.2021 1.00;4,33;;
28.7.2021 2.00;2,93;;
28.7.2021 3.00;0,36;;
28.7.2021 4.00;0,36;;
28.7.2021 5.00;0,36;;
28.7.2021 6.00;0,34;;
28.7.2021 7.00;0,17;;
28.7.2021 8.00;0,31;;
28.7.2021 9.00;0,56;;
28.7.2021 10.00;1,94;;
28.7.2021 11.00;0,73;;
28.7.2021 12.00;0,49;;
28.7.2021 13.00;0,44;;
28.7.2021 14.00;0,43;;
28.7.2021 15.00;0,42;;
28.7.2021 16.00;0,56;;
28.7.2021 17.00;2,62;;
28.7.2021 18.00;1,26;;
28.7.2021 19.00;0,64;;
28.7.2021 20.00;0,57;;
28.7.2021 21.00;0,48;;
28.7.2021 22.00;2,36;;
28.7.2021 23.00;3,63;;
29.7.2021 0.00;3,56;;
29.7.2021 1.00;1,94;;
29.7.2021 2.00;0,35;;
29.7.2021 3.00;0,37;;
29.7.2021 4.00;1,16;;
29.7.2021 5.00;0,61;;
29.7.2021 6.00;0,31;;
29.7.2021 7.00;0,16;;
29.7.2021 8.00;0,15;;
29.7.2021 9.00;0,3;;
29.7.2021 10.00;1,22;;
29.7.2021 11.00;1,12;;
29.7.2021 12.00;0,78;;
29.7.2021 13.00;1,61;;
29.7.2021 14.00;0,9;;
29.7.2021 15.00;1,15;;
29.7.2021 16.00;0,79;;
29.7.2021 17.00;0,66;;
29.7.2021 18.00;0,7;;
29.7.2021 19.00;0,5;;
29.7.2021 20.00;0,98;;
29.7.2021 21.00;1,38;;
29.7.2021 22.00;0,85;;
29.7.2021 23.00;3,48;;
30.7.2021 0.00;3,43;;
30.7.2021 1.00;3,3;;
30.7.2021 2.00;2,69;;
30.7.2021 3.00;0,18;;
30.7.2021 4.00;0,17;;
30.7.2021 5.00;0,2;;
30.7.2021 6.00;0,96;;
30.7.2021 7.00;0,34;;
30.7.2021 8.00;0,37;;
30.7.2021 9.00;0,97;;
30.7.2021 10.00;1,23;;
30.7.2021 11.00;0,2;;
30.7.2021 12.00;0,49;;
30.7.2021 13.00;0,21;;
30.7.2021 14.00;0,67;;
30.7.2021 15.00;0,63;;
30.7.2021 16.00;0,65;;
30.7.2021 17.00;1,23;;
30.7.2021 18.00;0,23;;
30.7.2021 19.00;0,56;;
30.7.2021 20.00;0,33;;
30.7.2021 21.00;0,79;;
30.7.2021 22.00;2,68;;
30.7.2021 23.00;3,58;;
31.7.2021 0.00;4,2;;
31.7.2021 1.00;2,9;;
31.7.2021 2.00;0,45;;
31.7.2021 3.00;0,45;;
31.7.2021 4.00;0,43;;
31.7.2021 5.00;1,06;;
31.7.2021 6.00;1,19;;
31.7.2021 7.00;0,48;;
31.7.2021 8.00;0,5;;
31.7.2021 9.00;1,06;;
31.7.2021 10.00;0,26;;
31.7.2021 11.00;0,59;;
31.7.2021 12.00;0,97;;
31.7.2021 13.00;1,07;;
31.7.2021 14.00;0,23;;
31.7.2021 15.00;0,23;;
31.7.2021 16.00;0,23;;
31.7.2021 17.00;0,23;;
31.7.2021 18.00;0,9;;
31.7.2021 19.00;0,28;;
31.7.2021 20.00;0,27;;
31.7.2021 21.00;1,07;;
31.7.2021 22.00;2,41;;
31.7.2021 23.00;3,79;;
1.8.2021 0.00;3,59;;
1.8.2021 1.00;0,57;;
1.8.2021 2.00;0,55;;
1.8.2021 3.00;0,56;;
1.8.2021 4.00;0,57;;
1.8.2021 5.00;0,56;;
1.8.2021 6.00;0,81;;
1.8.2021 7.00;1,06;;
1.8.2021 8.00;0,77;;
1.8.2021 9.00;0,57;;
1.8.2021 10.00;0,31;;
1.8.2021 11.00;0,71;;
1.8.2021 12.00;0,57;;
1.8.2021 13.00;0,91;;
1.8.2021 14.00;0,26;;
1.8.2021 15.00;0,82;;
1.8.2021 16.00;0,43;;
1.8.2021 17.00;1,19;;
1.8.2021 18.00;0,94;;
1.8.2021 19.00;0,58;;
1.8.2021 20.00;0,34;;
1.8.2021 21.00;0,41;;
1.8.2021 22.00;1,04;;
1.8.2021 23.00;3,48;;
2.8.2021 0.00;3,41;;
2.8.2021 1.00;1,62;;
2.8.2021 2.00;0,14;;
2.8.2021 3.00;0,13;;
2.8.2021 4.00;0,11;;
2.8.2021 5.00;0,11;;
2.8.2021 6.00;0,3;;
2.8.2021 7.00;0,17;;
2.8.2021 8.00;0,12;;
2.8.2021 9.00;0,12;;
2.8.2021 10.00;0,12;;
2.8.2021 11.00;0,12;;
2.8.2021 12.00;0,13;;
2.8.2021 13.00;0,13;;
2.8.2021 14.00;0,13;;
2.8.2021 15.00;0,13;;
2.8.2021 16.00;0,52;;
2.8.2021 17.00;0,44;;
2.8.2021 18.00;0,28;;
2.8.2021 19.00;1,28;;
2.8.2021 20.00;0,47;;
2.8.2021 21.00;0,25;;
2.8.2021 22.00;2,84;;
2.8.2021 23.00;2,66;;
3.8.2021 0.00;0,18;;
3.8.2021 1.00;0,15;;
3.8.2021 2.00;0,15;;
3.8.2021 3.00;0,15;;
3.8.2021 4.00;0,15;;
3.8.2021 5.00;0,13;;
3.8.2021 6.00;1,01;;
3.8.2021 7.00;0,28;;
3.8.2021 8.00;0,16;;
3.8.2021 9.00;0,15;;
3.8.2021 10.00;0,15;;
3.8.2021 11.00;0,16;;
3.8.2021 12.00;0,16;;
3.8.2021 13.00;0,81;;
3.8.2021 14.00;0,49;;
3.8.2021 15.00;0,15;;
3.8.2021 16.00;0,16;;
3.8.2021 17.00;0,35;;
3.8.2021 18.00;0,15;;
3.8.2021 19.00;0,12;;
3.8.2021 20.00;0,68;;
3.8.2021 21.00;0,76;;
3.8.2021 22.00;2,85;;
3.8.2021 23.00;3,24;;
4.8.2021 0.00;0,74;;
4.8.2021 1.00;0,15;;
4.8.2021 2.00;0,59;;
4.8.2021 3.00;0,89;;
4.8.2021 4.00;0,13;;
4.8.2021 5.00;0,12;;
4.8.2021 6.00;0,23;;
4.8.2021 7.00;0,26;;
4.8.2021 8.00;0,94;;
4.8.2021 9.00;0,54;;
4.8.2021 10.00;0,14;;
4.8.2021 11.00;0,14;;
4.8.2021 12.00;0,14;;
4.8.2021 13.00;0,85;;
4.8.2021 14.00;0,7;;
4.8.2021 15.00;0,13;;
4.8.2021 16.00;0,72;;
4.8.2021 17.00;0,43;;
4.8.2021 18.00;0,32;;
4.8.2021 19.00;1;;
4.8.2021 20.00;0,31;;
4.8.2021 21.00;0,22;;
4.8.2021 22.00;0,66;;
4.8.2021 23.00;3,36;;
5.8.2021 0.00;3,27;;
5.8.2021 1.00;1,97;;
5.8.2021 2.00;0,13;;
5.8.2021 3.00;0,14;;
5.8.2021 4.00;0,13;;
5.8.2021 5.00;0,71;;
5.8.2021 6.00;0,7;;
5.8.2021 7.00;0,18;;
5.8.2021 8.00;0,14;;
5.8.2021 9.00;0,18;;
5.8.2021 10.00;0,15;;
5.8.2021 11.00;0,71;;
5.8.2021 12.00;1,37;;
5.8.2021 13.00;0,52;;
5.8.2021 14.00;0,25;;
5.8.2021 15.00;0,21;;
5.8.2021 16.00;0,41;;
5.8.2021 17.00;0,33;;
5.8.2021 18.00;0,43;;
5.8.2021 19.00;0,81;;
5.8.2021 20.00;0,94;;
5.8.2021 21.00;0,33;;
5.8.2021 22.00;2,2;;
5.8.2021 23.00;3,53;;
6.8.2021 0.00;3,3;;
6.8.2021 1.00;3,23;;
6.8.2021 2.00;0,16;;
6.8.2021 3.00;0,15;;
6.8.2021 4.00;0,14;;
6.8.2021 5.00;0,84;;
6.8.2021 6.00;0,58;;
6.8.2021 7.00;0,17;;
6.8.2021 8.00;0,63;;
6.8.2021 9.00;1,13;;
6.8.2021 10.00;0,15;;
6.8.2021 11.00;0,16;;
6.8.2021 12.00;0,24;;
6.8.2021 13.00;0,26;;
6.8.2021 14.00;0,24;;
6.8.2021 15.00;0,26;;
6.8.2021 16.00;0,28;;
6.8.2021 17.00;1,65;;
6.8.2021 18.00;0,43;;
6.8.2021 19.00;0,5;;
6.8.2021 20.00;0,58;;
6.8.2021 21.00;0,86;;
6.8.2021 22.00;2,77;;
6.8.2021 23.00;3,46;;
7.8.2021 0.00;3,44;;
7.8.2021 1.00;0,26;;
7.8.2021 2.00;0,21;;
7.8.2021 3.00;0,2;;
7.8.2021 4.00;0,19;;
7.8.2021 5.00;0,2;;
7.8.2021 6.00;0,2;;
7.8.2021 7.00;0,22;;
7.8.2021 8.00;0,59;;
7.8.2021 9.00;1,09;;
7.8.2021 10.00;0,84;;
7.8.2021 11.00;0,34;;
7.8.2021 12.00;0,8;;
7.8.2021 13.00;0,28;;
7.8.2021 14.00;0,2;;
7.8.2021 15.00;0,25;;
7.8.2021 16.00;0,23;;
7.8.2021 17.00;0,43;;
7.8.2021 18.00;0,64;;
7.8.2021 19.00;0,3;;
7.8.2021 20.00;0,38;;
7.8.2021 21.00;0,22;;
7.8.2021 22.00;2,43;;
7.8.2021 23.00;3,39;;
8.8.2021 0.00;3,46;;
8.8.2021 1.00;2,29;;
8.8.2021 2.00;0,88;;
8.8.2021 3.00;0,15;;
8.8.2021 4.00;0,14;;
8.8.2021 5.00;0,14;;
8.8.2021 6.00;0,13;;
8.8.2021 7.00;0,12;;
8.8.2021 8.00;0,12;;
8.8.2021 9.00;0,28;;
8.8.2021 10.00;0,31;;
8.8.2021 11.00;1,18;;
8.8.2021 12.00;0,77;;
8.8.2021 13.00;0,25;;
8.8.2021 14.00;0,14;;
8.8.2021 15.00;0,13;;
8.8.2021 16.00;0,79;;
8.8.2021 17.00;1,74;;
8.8.2021 18.00;1,38;;
8.8.2021 19.00;1,83;;
8.8.2021 20.00;0,55;;
8.8.2021 21.00;0,37;;
8.8.2021 22.00;0,59;;
8.8.2021 23.00;3,47;;
9.8.2021 0.00;3,42;;
9.8.2021 1.00;3,32;;
9.8.2021 2.00;2,98;;
9.8.2021 3.00;0,17;;
9.8.2021 4.00;0,15;;
9.8.2021 5.00;0,14;;
9.8.2021 6.00;0,24;;
9.8.2021 7.00;0,36;;
9.8.2021 8.00;0,4;;
9.8.2021 9.00;0,13;;
9.8.2021 10.00;0,13;;
9.8.2021 11.00;0,2;;
9.8.2021 12.00;0,25;;
9.8.2021 13.00;0,38;;
9.8.2021 14.00;0,21;;
9.8.2021 15.00;0,2;;
9.8.2021 16.00;0,6;;
9.8.2021 17.00;0,41;;
9.8.2021 18.00;1,09;;
9.8.2021 19.00;1,52;;
9.8.2021 20.00;1,35;;
9.8.2021 21.00;1,03;;
9.8.2021 22.00;1,18;;
9.8.2021 23.00;3,9;;
10.8.2021 0.00;4,1;;
10.8.2021 1.00;4,13;;
10.8.2021 2.00;1,08;;
10.8.2021 3.00;0,43;;
10.8.2021 4.00;0,15;;
10.8.2021 5.00;0,14;;
10.8.2021 6.00;0,66;;
10.8.2021 7.00;1;;
10.8.2021 8.00;0,49;;
10.8.2021 9.00;0,52;;
10.8.2021 10.00;0,23;;
10.8.2021 11.00;0,67;;
10.8.2021 12.00;1,25;;
10.8.2021 13.00;0,51;;
10.8.2021 14.00;0,54;;
10.8.2021 15.00;0,39;;
10.8.2021 16.00;0,48;;
10.8.2021 17.00;1,33;;
10.8.2021 18.00;1,02;;
10.8.2021 19.00;0,32;;
10.8.2021 20.00;0,86;;
10.8.2021 21.00;0,54;;
10.8.2021 22.00;1,51;;
10.8.2021 23.00;3,31;;
11.8.2021 0.00;3,29;;
11.8.2021 1.00;3,33;;
11.8.2021 2.00;0,49;;
11.8.2021 3.00;0,17;;
11.8.2021 4.00;0,15;;
11.8.2021 5.00;0,14;;
11.8.2021 6.00;0,25;;
11.8.2021 7.00;0,22;;
11.8.2021 8.00;0,18;;
11.8.2021 9.00;0,14;;
11.8.2021 10.00;0,14;;
11.8.2021 11.00;0,13;;
11.8.2021 12.00;0,27;;
11.8.2021 13.00;0,3;;
11.8.2021 14.00;0,34;;
11.8.2021 15.00;0,54;;
11.8.2021 16.00;0,49;;
11.8.2021 17.00;0,62;;
11.8.2021 18.00;0,25;;
11.8.2021 19.00;0,31;;
11.8.2021 20.00;0,72;;
11.8.2021 21.00;0,73;;
11.8.2021 22.00;1,7;;
11.8.2021 23.00;3,26;;
12.8.2021 0.00;3,26;;
12.8.2021 1.00;1,37;;
12.8.2021 2.00;0,17;;
12.8.2021 3.00;0,17;;
12.8.2021 4.00;0,16;;
12.8.2021 5.00;0,14;;
12.8.2021 6.00;0,25;;
12.8.2021 7.00;1,07;;
12.8.2021 8.00;0,81;;
12.8.2021 9.00;0,14;;
12.8.2021 10.00;0,14;;
12.8.2021 11.00;0,13;;
12.8.2021 12.00;0,29;;
12.8.2021 13.00;0,25;;
12.8.2021 14.00;0,17;;
12.8.2021 15.00;0,68;;
12.8.2021 16.00;1,18;;
12.8.2021 17.00;0,29;;
12.8.2021 18.00;0,39;;
12.8.2021 19.00;1,89;;
12.8.2021 20.00;1,13;;
12.8.2021 21.00;0,47;;
12.8.2021 22.00;4,17;;
12.8.2021 23.00;3,36;;
13.8.2021 0.00;3,27;;
13.8.2021 1.00;1,35;;
13.8.2021 2.00;0,16;;
13.8.2021 3.00;0,16;;
13.8.2021 4.00;0,16;;
13.8.2021 5.00;0,14;;
13.8.2021 6.00;0,31;;
13.8.2021 7.00;0,25;;
13.8.2021 8.00;0,22;;
13.8.2021 9.00;0,18;;
13.8.2021 10.00;0,17;;
13.8.2021 11.00;0,17;;
13.8.2021 12.00;0,17;;
13.8.2021 13.00;0,17;;
13.8.2021 14.00;0,33;;
13.8.2021 15.00;0,49;;
13.8.2021 16.00;1,15;;
13.8.2021 17.00;0,34;;
13.8.2021 18.00;0,6;;
13.8.2021 19.00;0,55;;
13.8.2021 20.00;0,35;;
13.8.2021 21.00;0,28;;
13.8.2021 22.00;3,04;;
13.8.2021 23.00;3,54;;
14.8.2021 0.00;2,6;;
14.8.2021 1.00;0,2;;
14.8.2021 2.00;0,19;;
14.8.2021 3.00;0,19;;
14.8.2021 4.00;0,19;;
14.8.2021 5.00;0,17;;
14.8.2021 6.00;0,17;;
14.8.2021 7.00;0,17;;
14.8.2021 8.00;0,27;;
14.8.2021 9.00;0,35;;
14.8.2021 10.00;1,3;;
14.8.2021 11.00;0,4;;
14.8.2021 12.00;0,36;;
14.8.2021 13.00;0,18;;
14.8.2021 14.00;0,15;;
14.8.2021 15.00;0,16;;
14.8.2021 16.00;0,16;;
14.8.2021 17.00;0,16;;
14.8.2021 18.00;0,18;;
14.8.2021 19.00;0,16;;
14.8.2021 20.00;0,47;;
14.8.2021 21.00;0,57;;
14.8.2021 22.00;0,9;;
14.8.2021 23.00;3,47;;
15.8.2021 0.00;2,81;;
15.8.2021 1.00;0,16;;
15.8.2021 2.00;0,17;;
15.8.2021 3.00;0,17;;
15.8.2021 4.00;0,16;;
15.8.2021 5.00;0,15;;
15.8.2021 6.00;0,14;;
15.8.2021 7.00;0,14;;
15.8.2021 8.00;0,38;;
15.8.2021 9.00;0,39;;
15.8.2021 10.00;1,11;;
15.8.2021 11.00;1,93;;
15.8.2021 12.00;1,54;;
15.8.2021 13.00;1,51;;
15.8.2021 14.00;0,43;;
15.8.2021 15.00;0,42;;
15.8.2021 16.00;0,33;;
15.8.2021 17.00;1,05;;
15.8.2021 18.00;1,29;;
15.8.2021 19.00;0,86;;
15.8.2021 20.00;0,52;;
15.8.2021 21.00;0,37;;
15.8.2021 22.00;1,92;;
15.8.2021 23.00;3,25;;
16.8.2021 0.00;3,09;;
16.8.2021 1.00;0,15;;
16.8.2021 2.00;0,14;;
16.8.2021 3.00;0,14;;
16.8.2021 4.00;0,13;;
16.8.2021 5.00;0,12;;
16.8.2021 6.00;0,25;;
16.8.2021 7.00;0,19;;
16.8.2021 8.00;1,26;;
16.8.2021 9.00;0,94;;
16.8.2021 10.00;0,25;;
16.8.2021 11.00;0,21;;
16.8.2021 12.00;0,17;;
16.8.2021 13.00;0,14;;
16.8.2021 14.00;0,14;;
16.8.2021 15.00;0,15;;
16.8.2021 16.00;0,61;;
16.8.2021 17.00;0,21;;
16.8.2021 18.00;0,24;;
16.8.2021 19.00;0,46;;
16.8.2021 20.00;0,66;;
16.8.2021 21.00;0,41;;
16.8.2021 22.00;2,46;;
16.8.2021 23.00;4,24;;
17.8.2021 0.00;2,52;;
17.8.2021 1.00;0,28;;
17.8.2021 2.00;0,26;;
17.8.2021 3.00;0,27;;
17.8.2021 4.00;0,28;;
17.8.2021 5.00;0,26;;
17.8.2021 6.00;0,48;;
17.8.2021 7.00;0,89;;
17.8.2021 8.00;0,77;;
17.8.2021 9.00;0,23;;
17.8.2021 10.00;0,22;;
17.8.2021 11.00;0,21;;
17.8.2021 12.00;0,22;;
17.8.2021 13.00;0,23;;
17.8.2021 14.00;0,24;;
17.8.2021 15.00;1,02;;
17.8.2021 16.00;1,75;;
17.8.2021 17.00;0,37;;
17.8.2021 18.00;0,32;;
17.8.2021 19.00;0,41;;
17.8.2021 20.00;1,05;;
17.8.2021 21.00;1,9;;
17.8.2021 22.00;1,6;;
17.8.2021 23.00;3,4;;
18.8.2021 0.00;3,33;;
18.8.2021 1.00;1,17;;
18.8.2021 2.00;0,22;;
18.8.2021 3.00;0,23;;
18.8.2021 4.00;0,21;;
18.8.2021 5.00;0,19;;
18.8.2021 6.00;0,38;;
18.8.2021 7.00;0,51;;
18.8.2021 8.00;1,08;;
18.8.2021 9.00;0,19;;
18.8.2021 10.00;0,12;;
18.8.2021 11.00;0,12;;
18.8.2021 12.00;0,12;;
18.8.2021 13.00;0,13;;
18.8.2021 14.00;0,2;;
18.8.2021 15.00;0,54;;
18.8.2021 16.00;1,25;;
18.8.2021 17.00;0,41;;
18.8.2021 18.00;0,27;;
18.8.2021 19.00;0,49;;
18.8.2021 20.00;0,32;;
18.8.2021 21.00;0,31;;
18.8.2021 22.00;0,62;;
18.8.2021 23.00;3,38;;
19.8.2021 0.00;3,47;;
19.8.2021 1.00;4,12;;
19.8.2021 2.00;0,93;;
19.8.2021 3.00;0,16;;
19.8.2021 4.00;0,17;;
19.8.2021 5.00;0,15;;
19.8.2021 6.00;0,5;;
19.8.2021 7.00;0,37;;
19.8.2021 8.00;0,87;;
19.8.2021 9.00;0,53;;
19.8.2021 10.00;0,17;;
19.8.2021 11.00;0,18;;
19.8.2021 12.00;0,17;;
19.8.2021 13.00;0,92;;
19.8.2021 14.00;0,78;;
19.8.2021 15.00;0,95;;
19.8.2021 16.00;0,72;;
19.8.2021 17.00;1,01;;
19.8.2021 18.00;0,81;;
19.8.2021 19.00;0,39;;
19.8.2021 20.00;0,63;;
19.8.2021 21.00;1,23;;
19.8.2021 22.00;3,19;;
19.8.2021 23.00;3,72;;
20.8.2021 0.00;3,53;;
20.8.2021 1.00;2,41;;
20.8.2021 2.00;0,54;;
20.8.2021 3.00;0,4;;
20.8.2021 4.00;0,47;;
20.8.2021 5.00;0,53;;
20.8.2021 6.00;0,5;;
20.8.2021 7.00;0,53;;
20.8.2021 8.00;1,08;;
20.8.2021 9.00;0,69;;
20.8.2021 10.00;0,39;;
20.8.2021 11.00;0,39;;
20.8.2021 12.00;0,32;;
20.8.2021 13.00;0,39;;
20.8.2021 14.00;0,4;;
20.8.2021 15.00;0,49;;
20.8.2021 16.00;1,24;;
20.8.2021 17.00;2,22;;
20.8.2021 18.00;1,22;;
20.8.2021 19.00;0,56;;
20.8.2021 20.00;0,46;;
20.8.2021 21.00;0,44;;
20.8.2021 22.00;2,82;;
20.8.2021 23.00;3,6;;
21.8.2021 0.00;2,1;;
21.8.2021 1.00;0,29;;
21.8.2021 2.00;0,23;;
21.8.2021 3.00;0,23;;
21.8.2021 4.00;0,29;;
21.8.2021 5.00;0,22;;
21.8.2021 6.00;0,2;;
21.8.2021 7.00;0,27;;
21.8.2021 8.00;0,38;;
21.8.2021 9.00;1,2;;
21.8.2021 10.00;1,5;;
21.8.2021 11.00;1,24;;
21.8.2021 12.00;1,27;;
21.8.2021 13.00;1,39;;
21.8.2021 14.00;0,86;;
21.8.2021 15.00;0,29;;
21.8.2021 16.00;0,48;;
21.8.2021 17.00;0,64;;
21.8.2021 18.00;0,74;;
21.8.2021 19.00;0,45;;
21.8.2021 20.00;0,68;;
21.8.2021 21.00;0,88;;
21.8.2021 22.00;3,42;;
21.8.2021 23.00;4,17;;
22.8.2021 0.00;2,6;;
22.8.2021 1.00;0,81;;
22.8.2021 2.00;0,31;;
22.8.2021 3.00;0,3;;
22.8.2021 4.00;0,37;;
22.8.2021 5.00;0,3;;
22.8.2021 6.00;0,53;;
22.8.2021 7.00;1,15;;
22.8.2021 8.00;0,8;;
22.8.2021 9.00;0,46;;
22.8.2021 10.00;0,39;;
22.8.2021 11.00;0,28;;
22.8.2021 12.00;1,04;;
22.8.2021 13.00;2,17;;
22.8.2021 14.00;1,25;;
22.8.2021 15.00;0,48;;
22.8.2021 16.00;1,23;;
22.8.2021 17.00;1,34;;
22.8.2021 18.00;0,76;;
22.8.2021 19.00;0,67;;
22.8.2021 20.00;0,45;;
22.8.2021 21.00;0,46;;
22.8.2021 22.00;2,53;;
22.8.2021 23.00;3,7;;
23.8.2021 0.00;4,17;;
23.8.2021 1.00;1,8;;
23.8.2021 2.00;0,3;;
23.8.2021 3.00;0,29;;
23.8.2021 4.00;0,36;;
23.8.2021 5.00;0,41;;
23.8.2021 6.00;1,15;;
23.8.2021 7.00;0,82;;
23.8.2021 8.00;0,94;;
23.8.2021 9.00;1,06;;
23.8.2021 10.00;0,28;;
23.8.2021 11.00;0,73;;
23.8.2021 12.00;1,09;;
